Ten vat tu,Loai,Don vi,So luong,Don gia,Nguong canh bao,Ghi chu
Vat tu 1871,Bu long - Oc vit,thung,188.38,50973,5,Ghi chu 1871
Vat tu 1872,Thep hop,cai,185.13,54866,5,Ghi chu 1872
Vat tu 1873,Thep hop,thung,110.46,55959,5,Ghi chu 1873
Vat tu 1874,Thep goc,cuon,50.68,64878,5,Ghi chu 1874
Vat tu 1875,Ong thep,tan,29.19,71479,5,Ghi chu 1875
Vat tu 1876,Thep hinh,tan,19.53,67735,5,Ghi chu 1876
Vat tu 1877,Thep hinh,cai,313.04,62949,5,Ghi chu 1877
Vat tu 1878,Bu long - Oc vit,kg,51.98,68156,5,Ghi chu 1878
Vat tu 1879,Bu long - Oc vit,tan,86.66,73724,5,Ghi chu 1879
Vat tu 1880,Tam thep,cai,250.45,79741,5,Ghi chu 1880
Vat tu 1881,Ong thep,tam,246.78,82390,5,Ghi chu 1881
Vat tu 1882,Thep hop,tam,17.39,63375,5,Ghi chu 1882
Vat tu 1883,Vat tu tieu hao,cai,185.68,63866,5,Ghi chu 1883
Vat tu 1884,Vat tu tieu hao,tan,174.47,51089,5,Ghi chu 1884
Vat tu 1885,Ong thep,thung,67.22,62867,5,Ghi chu 1885
Vat tu 1886,Tam thep,cai,8.97,74689,5,Ghi chu 1886
Vat tu 1887,Vat tu tieu hao,thung,178.15,63633,5,Ghi chu 1887
Vat tu 1888,Thep hop,cai,227.35,53932,5,Ghi chu 1888
Vat tu 1889,Thep hop,met,129.77,58953,5,Ghi chu 1889
Vat tu 1890,Thep hop,tan,53.14,74994,5,Ghi chu 1890
Vat tu 1891,Ong thep,tam,112.80,53615,5,Ghi chu 1891
Vat tu 1892,Tam thep,cuon,193.48,72703,5,Ghi chu 1892
Vat tu 1893,Vat tu tieu hao,thung,317.21,59355,5,Ghi chu 1893
Vat tu 1894,Thep hop,cuon,35.28,71586,5,Ghi chu 1894
Vat tu 1895,Thep hinh,cai,160.50,50947,5,Ghi chu 1895
Vat tu 1896,Dam thep,cai,101.87,56827,5,Ghi chu 1896
Vat tu 1897,Thep hinh,tam,163.44,51471,5,Ghi chu 1897
Vat tu 1898,Ong thep,met,72.41,60075,5,Ghi chu 1898
Vat tu 1899,Ong thep,met,86.41,71792,5,Ghi chu 1899
Vat tu 1900,Thep hinh,met,98.77,81671,5,Ghi chu 1900
Vat tu 1901,Thep goc,tan,226.06,62863,5,Ghi chu 1901
Vat tu 1902,Tam thep,tan,311.52,76487,5,Ghi chu 1902
Vat tu 1903,Tam thep,cai,288.36,75695,5,Ghi chu 1903
Vat tu 1904,Thep hop,cuon,62.58,77886,5,Ghi chu 1904
Vat tu 1905,Dam thep,thung,275.29,74209,5,Ghi chu 1905
Vat tu 1906,Bu long - Oc vit,cai,164.02,77037,5,Ghi chu 1906
Vat tu 1907,Ong thep,tan,244.73,65733,5,Ghi chu 1907
Vat tu 1908,Thep hop,kg,115.07,62721,5,Ghi chu 1908
Vat tu 1909,Bu long - Oc vit,thung,18.65,81387,5,Ghi chu 1909
Vat tu 1910,Dam thep,tan,203.02,76159,5,Ghi chu 1910
Vat tu 1911,Tam thep,cai,181.46,52139,5,Ghi chu 1911
Vat tu 1912,Bu long - Oc vit,cuon,116.49,59639,5,Ghi chu 1912
Vat tu 1913,Thep hop,cuon,286.50,58710,5,Ghi chu 1913
Vat tu 1914,Vat tu tieu hao,tam,294.57,73608,5,Ghi chu 1914
Vat tu 1915,Ong thep,thung,182.94,60687,5,Ghi chu 1915
Vat tu 1916,Ong thep,cai,191.68,50406,5,Ghi chu 1916
Vat tu 1917,Tam thep,cuon,244.53,73069,5,Ghi chu 1917
Vat tu 1918,Thep hinh,cai,189.03,58065,5,Ghi chu 1918
Vat tu 1919,Ong thep,tan,262.42,59429,5,Ghi chu 1919
Vat tu 1920,Thep hinh,thung,278.83,81523,5,Ghi chu 1920
Vat tu 1921,Vat tu tieu hao,cai,281.05,71577,5,Ghi chu 1921
Vat tu 1922,Bu long - Oc vit,thung,19.13,59857,5,Ghi chu 1922
Vat tu 1923,Dam thep,met,216.06,51553,5,Ghi chu 1923
Vat tu 1924,Tam thep,cuon,147.25,67479,5,Ghi chu 1924
Vat tu 1925,Thep goc,tam,23.18,66273,5,Ghi chu 1925
Vat tu 1926,Ong thep,tan,301.43,50194,5,Ghi chu 1926
Vat tu 1927,Ong thep,kg,323.68,67407,5,Ghi chu 1927
Vat tu 1928,Thep hop,kg,190.32,51937,5,Ghi chu 1928
Vat tu 1929,Thep goc,met,104.37,67193,5,Ghi chu 1929
Vat tu 1930,Ong thep,cuon,270.38,53933,5,Ghi chu 1930
Vat tu 1931,Thep hop,met,182.04,51408,5,Ghi chu 1931
Vat tu 1932,Bu long - Oc vit,cai,238.90,57489,5,Ghi chu 1932
Vat tu 1933,Thep hop,cai,266.46,72816,5,Ghi chu 1933
Vat tu 1934,Bu long - Oc vit,met,288.23,75621,5,Ghi chu 1934
Vat tu 1935,Bu long - Oc vit,kg,280.79,67387,5,Ghi chu 1935
Vat tu 1936,Ong thep,cuon,306.61,68217,5,Ghi chu 1936
Vat tu 1937,Thep goc,cuon,194.55,77820,5,Ghi chu 1937
Vat tu 1938,Dam thep,cuon,259.51,75637,5,Ghi chu 1938
Vat tu 1939,Bu long - Oc vit,tam,84.12,62249,5,Ghi chu 1939
Vat tu 1940,Thep goc,kg,253.69,61849,5,Ghi chu 1940
Vat tu 1941,Tam thep,tam,206.98,71245,5,Ghi chu 1941
Vat tu 1942,Ong thep,met,251.34,82180,5,Ghi chu 1942
Vat tu 1943,Vat tu tieu hao,tam,308.88,59064,5,Ghi chu 1943
Vat tu 1944,Bu long - Oc vit,tan,42.58,60465,5,Ghi chu 1944
Vat tu 1945,Thep hinh,met,162.51,55847,5,Ghi chu 1945
Vat tu 1946,Dam thep,thung,98.91,67740,5,Ghi chu 1946
Vat tu 1947,Thep hop,cai,85.97,60505,5,Ghi chu 1947
Vat tu 1948,Ong thep,cai,190.15,75892,5,Ghi chu 1948
Vat tu 1949,Bu long - Oc vit,thung,274.94,69203,5,Ghi chu 1949
Vat tu 1950,Bu long - Oc vit,cuon,145.63,62737,5,Ghi chu 1950
Vat tu 1951,Ong thep,tam,166.92,59206,5,Ghi chu 1951
Vat tu 1952,Bu long - Oc vit,met,321.41,58793,5,Ghi chu 1952
Vat tu 1953,Bu long - Oc vit,cuon,226.76,75801,5,Ghi chu 1953
Vat tu 1954,Tam thep,cuon,326.92,69971,5,Ghi chu 1954
Vat tu 1955,Thep goc,tam,5.14,80502,5,Ghi chu 1955
Vat tu 1956,Thep hinh,kg,28.83,72202,5,Ghi chu 1956
Vat tu 1957,Vat tu tieu hao,thung,92.70,50646,5,Ghi chu 1957
Vat tu 1958,Ong thep,thung,16.36,78504,5,Ghi chu 1958
Vat tu 1959,Tam thep,cuon,96.26,59662,5,Ghi chu 1959
Vat tu 1960,Dam thep,cai,80.75,61275,5,Ghi chu 1960
Vat tu 1961,Thep goc,cuon,292.85,68067,5,Ghi chu 1961
Vat tu 1962,Dam thep,thung,122.02,51198,5,Ghi chu 1962
Vat tu 1963,Tam thep,thung,311.82,80708,5,Ghi chu 1963
Vat tu 1964,Bu long - Oc vit,cai,116.19,62301,5,Ghi chu 1964
Vat tu 1965,Thep goc,kg,287.96,68755,5,Ghi chu 1965
Vat tu 1966,Dam thep,thung,314.02,53882,5,Ghi chu 1966
Vat tu 1967,Ong thep,cai,283.95,68083,5,Ghi chu 1967
Vat tu 1968,Vat tu tieu hao,kg,143.10,75026,5,Ghi chu 1968
Vat tu 1969,Tam thep,kg,55.95,51781,5,Ghi chu 1969
Vat tu 1970,Dam thep,cai,110.33,66911,5,Ghi chu 1970
Vat tu 1971,Thep goc,tam,281.35,70483,5,Ghi chu 1971
Vat tu 1972,Thep hinh,tam,203.99,65098,5,Ghi chu 1972
Vat tu 1973,Thep goc,met,65.22,64769,5,Ghi chu 1973
Vat tu 1974,Thep goc,tam,218.92,59075,5,Ghi chu 1974
Vat tu 1975,Thep hinh,thung,50.17,54844,5,Ghi chu 1975
Vat tu 1976,Bu long - Oc vit,met,303.59,74262,5,Ghi chu 1976
Vat tu 1977,Ong thep,kg,240.50,51740,5,Ghi chu 1977
Vat tu 1978,Thep hop,kg,179.81,81692,5,Ghi chu 1978
Vat tu 1979,Thep goc,cuon,325.34,55200,5,Ghi chu 1979
Vat tu 1980,Bu long - Oc vit,tan,113.34,63195,5,Ghi chu 1980
Vat tu 1981,Tam thep,kg,135.44,51212,5,Ghi chu 1981
Vat tu 1982,Thep hinh,kg,76.59,67951,5,Ghi chu 1982
Vat tu 1983,Ong thep,cai,257.79,50423,5,Ghi chu 1983
Vat tu 1984,Bu long - Oc vit,cuon,235.19,50270,5,Ghi chu 1984
Vat tu 1985,Thep goc,met,148.47,64034,5,Ghi chu 1985
Vat tu 1986,Dam thep,cuon,253.08,51524,5,Ghi chu 1986
Vat tu 1987,Ong thep,tam,157.54,80562,5,Ghi chu 1987
Vat tu 1988,Vat tu tieu hao,thung,61.87,80098,5,Ghi chu 1988
Vat tu 1989,Thep hop,thung,297.21,54560,5,Ghi chu 1989
Vat tu 1990,Vat tu tieu hao,met,5.99,60314,5,Ghi chu 1990
Vat tu 1991,Dam thep,thung,297.09,57079,5,Ghi chu 1991
Vat tu 1992,Ong thep,cai,21.38,72311,5,Ghi chu 1992
Vat tu 1993,Vat tu tieu hao,kg,238.05,58241,5,Ghi chu 1993
Vat tu 1994,Thep hop,tan,212.09,78852,5,Ghi chu 1994
Vat tu 1995,Ong thep,tam,285.55,50467,5,Ghi chu 1995
Vat tu 1996,Dam thep,tam,323.56,56311,5,Ghi chu 1996
Vat tu 1997,Tam thep,tan,98.78,72268,5,Ghi chu 1997
Vat tu 1998,Thep hop,kg,9.89,80133,5,Ghi chu 1998
Vat tu 1999,Thep hop,cai,191.71,81032,5,Ghi chu 1999
Vat tu 2000,Dam thep,tan,65.68,65311,5,Ghi chu 2000
Vat tu 2001,Thep goc,cuon,124.98,56321,5,Ghi chu 2001
Vat tu 2002,Thep hinh,cuon,269.50,63976,5,Ghi chu 2002
Vat tu 2003,Tam thep,kg,265.02,61456,5,Ghi chu 2003
Vat tu 2004,Bu long - Oc vit,cai,155.53,70946,5,Ghi chu 2004
Vat tu 2005,Thep hop,kg,52.26,80090,5,Ghi chu 2005
Vat tu 2006,Dam thep,cai,151.23,54092,5,Ghi chu 2006
Vat tu 2007,Bu long - Oc vit,tam,37.51,68149,5,Ghi chu 2007
Vat tu 2008,Ong thep,tan,259.11,64619,5,Ghi chu 2008
Vat tu 2009,Thep goc,thung,133.87,55587,5,Ghi chu 2009
Vat tu 2010,Thep goc,met,323.03,51787,5,Ghi chu 2010
Vat tu 2011,Thep hop,thung,36.85,69379,5,Ghi chu 2011
Vat tu 2012,Thep hop,thung,317.54,65061,5,Ghi chu 2012
Vat tu 2013,Dam thep,met,173.19,73721,5,Ghi chu 2013
Vat tu 2014,Thep hop,cai,109.04,56943,5,Ghi chu 2014
Vat tu 2015,Bu long - Oc vit,tam,98.07,72760,5,Ghi chu 2015
Vat tu 2016,Vat tu tieu hao,cai,233.47,70470,5,Ghi chu 2016
Vat tu 2017,Bu long - Oc vit,kg,111.20,77949,5,Ghi chu 2017
Vat tu 2018,Dam thep,cuon,282.29,73695,5,Ghi chu 2018
Vat tu 2019,Thep hop,thung,271.38,77363,5,Ghi chu 2019
Vat tu 2020,Thep hop,kg,62.44,69295,5,Ghi chu 2020
Vat tu 2021,Thep hinh,tam,207.72,82229,5,Ghi chu 2021
Vat tu 2022,Bu long - Oc vit,thung,216.56,78857,5,Ghi chu 2022
Vat tu 2023,Dam thep,thung,304.23,59376,5,Ghi chu 2023
Vat tu 2024,Dam thep,met,267.08,50304,5,Ghi chu 2024
Vat tu 2025,Thep goc,tan,67.97,74319,5,Ghi chu 2025
Vat tu 2026,Dam thep,cai,231.30,69903,5,Ghi chu 2026
Vat tu 2027,Ong thep,cai,276.03,73586,5,Ghi chu 2027
Vat tu 2028,Thep goc,met,146.36,75387,5,Ghi chu 2028
Vat tu 2029,Ong thep,thung,106.33,66770,5,Ghi chu 2029
Vat tu 2030,Thep hinh,cai,6.61,55718,5,Ghi chu 2030
Vat tu 2031,Bu long - Oc vit,cuon,298.81,54409,5,Ghi chu 2031
Vat tu 2032,Thep hinh,tan,319.45,64276,5,Ghi chu 2032
Vat tu 2033,Thep goc,cai,262.40,73432,5,Ghi chu 2033
Vat tu 2034,Vat tu tieu hao,thung,260.79,52314,5,Ghi chu 2034
Vat tu 2035,Tam thep,cuon,161.02,52242,5,Ghi chu 2035
Vat tu 2036,Ong thep,thung,141.95,51130,5,Ghi chu 2036
Vat tu 2037,Ong thep,kg,163.79,79088,5,Ghi chu 2037
Vat tu 2038,Ong thep,tam,104.49,58541,5,Ghi chu 2038
Vat tu 2039,Dam thep,tan,101.70,60654,5,Ghi chu 2039
Vat tu 2040,Thep hop,tan,93.53,76394,5,Ghi chu 2040
Vat tu 2041,Thep hinh,tam,89.44,79331,5,Ghi chu 2041
Vat tu 2042,Dam thep,kg,53.61,74535,5,Ghi chu 2042
Vat tu 2043,Thep hop,thung,64.16,70928,5,Ghi chu 2043
Vat tu 2044,Ong thep,tam,281.77,60836,5,Ghi chu 2044
Vat tu 2045,Tam thep,met,158.70,58028,5,Ghi chu 2045
Vat tu 2046,Tam thep,met,90.75,70306,5,Ghi chu 2046
Vat tu 2047,Thep goc,cai,186.98,67221,5,Ghi chu 2047
Vat tu 2048,Thep goc,cai,275.70,56746,5,Ghi chu 2048
Vat tu 2049,Vat tu tieu hao,thung,207.30,55052,5,Ghi chu 2049
Vat tu 2050,Thep hop,cuon,296.05,67359,5,Ghi chu 2050
Vat tu 2051,Thep hinh,tan,262.21,77192,5,Ghi chu 2051
Vat tu 2052,Tam thep,cuon,207.88,80532,5,Ghi chu 2052
Vat tu 2053,Dam thep,thung,21.48,75565,5,Ghi chu 2053
Vat tu 2054,Ong thep,thung,5.52,60844,5,Ghi chu 2054
Vat tu 2055,Bu long - Oc vit,thung,300.44,69556,5,Ghi chu 2055
Vat tu 2056,Thep hop,kg,59.90,61705,5,Ghi chu 2056
Vat tu 2057,Thep goc,tam,285.52,71377,5,Ghi chu 2057
Vat tu 2058,Ong thep,cai,49.20,53248,5,Ghi chu 2058
Vat tu 2059,Thep hinh,tam,233.86,63546,5,Ghi chu 2059
Vat tu 2060,Dam thep,tam,90.51,50276,5,Ghi chu 2060
Vat tu 2061,Thep hop,cuon,132.69,55211,5,Ghi chu 2061
Vat tu 2062,Thep goc,kg,74.29,59362,5,Ghi chu 2062
Vat tu 2063,Bu long - Oc vit,tam,78.07,79518,5,Ghi chu 2063
Vat tu 2064,Dam thep,tan,242.27,68817,5,Ghi chu 2064
Vat tu 2065,Ong thep,kg,17.06,65729,5,Ghi chu 2065
Vat tu 2066,Tam thep,tam,270.47,56198,5,Ghi chu 2066
Vat tu 2067,Thep hop,tam,252.10,64985,5,Ghi chu 2067
Vat tu 2068,Thep hop,cuon,73.46,78374,5,Ghi chu 2068
Vat tu 2069,Vat tu tieu hao,kg,282.28,52422,5,Ghi chu 2069
Vat tu 2070,Vat tu tieu hao,met,210.18,61990,5,Ghi chu 2070
Vat tu 2071,Thep goc,tam,206.32,58028,5,Ghi chu 2071
Vat tu 2072,Vat tu tieu hao,tan,239.34,82402,5,Ghi chu 2072
Vat tu 2073,Ong thep,met,191.17,62730,5,Ghi chu 2073
Vat tu 2074,Tam thep,met,133.39,76785,5,Ghi chu 2074
Vat tu 2075,Thep hinh,kg,282.27,79119,5,Ghi chu 2075
Vat tu 2076,Bu long - Oc vit,cai,5.93,51177,5,Ghi chu 2076
Vat tu 2077,Thep hinh,cuon,88.19,67738,5,Ghi chu 2077
Vat tu 2078,Thep hop,cuon,112.32,73669,5,Ghi chu 2078
Vat tu 2079,Bu long - Oc vit,cai,294.39,55968,5,Ghi chu 2079
Vat tu 2080,Thep goc,met,113.08,62376,5,Ghi chu 2080
Vat tu 2081,Thep hop,cai,326.37,62505,5,Ghi chu 2081
Vat tu 2082,Thep goc,tan,226.46,70097,5,Ghi chu 2082
Vat tu 2083,Thep goc,thung,289.69,70463,5,Ghi chu 2083
Vat tu 2084,Vat tu tieu hao,tan,166.07,81790,5,Ghi chu 2084
Vat tu 2085,Thep goc,met,198.41,79563,5,Ghi chu 2085
Vat tu 2086,Vat tu tieu hao,kg,160.79,50074,5,Ghi chu 2086
Vat tu 2087,Vat tu tieu hao,met,268.78,65562,5,Ghi chu 2087
Vat tu 2088,Thep goc,cai,319.14,50499,5,Ghi chu 2088
Vat tu 2089,Bu long - Oc vit,kg,288.40,68779,5,Ghi chu 2089
Vat tu 2090,Vat tu tieu hao,tan,288.42,58745,5,Ghi chu 2090
Vat tu 2091,Tam thep,cuon,243.57,53963,5,Ghi chu 2091
Vat tu 2092,Dam thep,cai,47.50,50908,5,Ghi chu 2092
Vat tu 2093,Thep hop,thung,171.82,64295,5,Ghi chu 2093
Vat tu 2094,Bu long - Oc vit,kg,138.40,65468,5,Ghi chu 2094
Vat tu 2095,Bu long - Oc vit,met,278.18,78031,5,Ghi chu 2095
Vat tu 2096,Tam thep,met,15.08,80189,5,Ghi chu 2096
Vat tu 2097,Dam thep,tan,312.66,53159,5,Ghi chu 2097
Vat tu 2098,Dam thep,thung,288.17,66102,5,Ghi chu 2098
Vat tu 2099,Thep goc,cuon,151.15,54895,5,Ghi chu 2099
Vat tu 2100,Thep hinh,kg,285.57,67072,5,Ghi chu 2100
Vat tu 2101,Tam thep,tan,85.67,63663,5,Ghi chu 2101
Vat tu 2102,Thep goc,tam,176.30,66176,5,Ghi chu 2102
Vat tu 2103,Bu long - Oc vit,thung,39.71,59801,5,Ghi chu 2103
Vat tu 2104,Tam thep,thung,324.95,73158,5,Ghi chu 2104
Vat tu 2105,Thep hinh,cai,33.57,77235,5,Ghi chu 2105
Vat tu 2106,Thep goc,tan,56.18,72096,5,Ghi chu 2106
Vat tu 2107,Thep hop,kg,320.01,62814,5,Ghi chu 2107
Vat tu 2108,Dam thep,thung,247.72,59405,5,Ghi chu 2108
Vat tu 2109,Thep goc,tan,46.41,61391,5,Ghi chu 2109
Vat tu 2110,Thep goc,thung,229.91,53982,5,Ghi chu 2110
Vat tu 2111,Bu long - Oc vit,cai,323.76,64058,5,Ghi chu 2111
Vat tu 2112,Bu long - Oc vit,kg,113.59,57505,5,Ghi chu 2112
Vat tu 2113,Vat tu tieu hao,kg,272.10,68984,5,Ghi chu 2113
Vat tu 2114,Thep hop,kg,280.16,74314,5,Ghi chu 2114
Vat tu 2115,Thep hinh,kg,2.94,65924,5,Ghi chu 2115
Vat tu 2116,Bu long - Oc vit,cai,322.07,53801,5,Ghi chu 2116
Vat tu 2117,Bu long - Oc vit,tan,52.70,82658,5,Ghi chu 2117
Vat tu 2118,Vat tu tieu hao,cai,202.57,81691,5,Ghi chu 2118
Vat tu 2119,Thep hinh,cai,309.84,71565,5,Ghi chu 2119
Vat tu 2120,Thep hinh,tam,81.20,70617,5,Ghi chu 2120
Vat tu 2121,Thep hop,tan,324.66,62179,5,Ghi chu 2121
Vat tu 2122,Thep hinh,tan,45.24,67474,5,Ghi chu 2122
Vat tu 2123,Dam thep,tan,77.30,51138,5,Ghi chu 2123
Vat tu 2124,Thep hinh,tan,146.32,64531,5,Ghi chu 2124
Vat tu 2125,Thep hinh,kg,18.76,69730,5,Ghi chu 2125
Vat tu 2126,Ong thep,thung,223.72,66283,5,Ghi chu 2126
Vat tu 2127,Ong thep,met,187.70,64169,5,Ghi chu 2127
Vat tu 2128,Dam thep,kg,58.09,50587,5,Ghi chu 2128
Vat tu 2129,Dam thep,met,90.67,62668,5,Ghi chu 2129
Vat tu 2130,Dam thep,kg,60.15,56517,5,Ghi chu 2130
Vat tu 2131,Thep goc,tan,144.32,79778,5,Ghi chu 2131
Vat tu 2132,Bu long - Oc vit,kg,89.06,80339,5,Ghi chu 2132
Vat tu 2133,Thep hinh,met,120.75,67890,5,Ghi chu 2133
Vat tu 2134,Tam thep,tam,168.43,53136,5,Ghi chu 2134
Vat tu 2135,Vat tu tieu hao,cuon,131.37,69296,5,Ghi chu 2135
Vat tu 2136,Thep hinh,thung,141.03,75680,5,Ghi chu 2136
Vat tu 2137,Ong thep,thung,175.01,63627,5,Ghi chu 2137
Vat tu 2138,Tam thep,met,226.86,65864,5,Ghi chu 2138
Vat tu 2139,Thep hinh,thung,22.37,61063,5,Ghi chu 2139
Vat tu 2140,Vat tu tieu hao,tan,75.36,56762,5,Ghi chu 2140
Vat tu 2141,Thep hop,kg,111.61,53254,5,Ghi chu 2141
Vat tu 2142,Dam thep,met,24.75,62281,5,Ghi chu 2142
Vat tu 2143,Vat tu tieu hao,met,174.80,76141,5,Ghi chu 2143
Vat tu 2144,Dam thep,tam,161.46,63933,5,Ghi chu 2144
Vat tu 2145,Dam thep,kg,216.36,78032,5,Ghi chu 2145
Vat tu 2146,Ong thep,cai,267.88,55390,5,Ghi chu 2146
Vat tu 2147,Bu long - Oc vit,tam,48.67,51841,5,Ghi chu 2147
Vat tu 2148,Bu long - Oc vit,tam,94.40,75501,5,Ghi chu 2148
Vat tu 2149,Ong thep,tan,119.40,58056,5,Ghi chu 2149
Vat tu 2150,Thep hop,kg,.68,63609,5,Ghi chu 2150
Vat tu 2151,Thep hop,tan,293.85,55965,5,Ghi chu 2151
Vat tu 2152,Tam thep,cuon,180.10,59449,5,Ghi chu 2152
Vat tu 2153,Thep hinh,cuon,94.00,52632,5,Ghi chu 2153
Vat tu 2154,Bu long - Oc vit,tam,4.27,75691,5,Ghi chu 2154
Vat tu 2155,Dam thep,tan,132.23,67568,5,Ghi chu 2155
Vat tu 2156,Ong thep,thung,6.09,58870,5,Ghi chu 2156
Vat tu 2157,Thep goc,tan,274.93,52823,5,Ghi chu 2157
Vat tu 2158,Vat tu tieu hao,cuon,205.94,78588,5,Ghi chu 2158
Vat tu 2159,Tam thep,tam,53.20,59496,5,Ghi chu 2159
Vat tu 2160,Thep goc,kg,320.47,55010,5,Ghi chu 2160
Vat tu 2161,Thep hop,kg,11.78,73598,5,Ghi chu 2161
Vat tu 2162,Thep hop,met,105.75,66477,5,Ghi chu 2162
Vat tu 2163,Dam thep,thung,287.86,54231,5,Ghi chu 2163
Vat tu 2164,Vat tu tieu hao,cai,161.47,72975,5,Ghi chu 2164
Vat tu 2165,Thep hinh,tam,122.39,53712,5,Ghi chu 2165
Vat tu 2166,Thep hop,cai,5.23,52703,5,Ghi chu 2166
Vat tu 2167,Bu long - Oc vit,thung,92.30,80353,5,Ghi chu 2167
Vat tu 2168,Bu long - Oc vit,kg,166.33,65045,5,Ghi chu 2168
Vat tu 2169,Thep goc,thung,69.77,64750,5,Ghi chu 2169
Vat tu 2170,Thep hop,kg,52.20,82438,5,Ghi chu 2170
Vat tu 2171,Dam thep,tan,135.12,63879,5,Ghi chu 2171
Vat tu 2172,Tam thep,tan,32.31,61912,5,Ghi chu 2172
Vat tu 2173,Vat tu tieu hao,cuon,5.94,55160,5,Ghi chu 2173
Vat tu 2174,Thep goc,cuon,259.61,56168,5,Ghi chu 2174
Vat tu 2175,Bu long - Oc vit,cai,253.22,70831,5,Ghi chu 2175
Vat tu 2176,Thep goc,kg,249.64,57648,5,Ghi chu 2176
Vat tu 2177,Dam thep,thung,281.43,67989,5,Ghi chu 2177
Vat tu 2178,Bu long - Oc vit,kg,49.07,72684,5,Ghi chu 2178
Vat tu 2179,Bu long - Oc vit,kg,236.87,80142,5,Ghi chu 2179
Vat tu 2180,Tam thep,tam,71.58,75607,5,Ghi chu 2180
Vat tu 2181,Thep hop,tan,27.69,60968,5,Ghi chu 2181
Vat tu 2182,Thep goc,cai,88.90,63272,5,Ghi chu 2182
Vat tu 2183,Ong thep,tam,217.89,58336,5,Ghi chu 2183
Vat tu 2184,Bu long - Oc vit,tan,183.51,57548,5,Ghi chu 2184
Vat tu 2185,Thep goc,cuon,300.28,54641,5,Ghi chu 2185
Vat tu 2186,Tam thep,met,94.33,67414,5,Ghi chu 2186
Vat tu 2187,Dam thep,cuon,37.14,77052,5,Ghi chu 2187
Vat tu 2188,Vat tu tieu hao,tam,131.57,74036,5,Ghi chu 2188
Vat tu 2189,Thep hinh,cai,258.21,50785,5,Ghi chu 2189
Vat tu 2190,Vat tu tieu hao,tam,33.81,52665,5,Ghi chu 2190
Vat tu 2191,Ong thep,cai,171.64,66691,5,Ghi chu 2191
Vat tu 2192,Dam thep,cuon,308.52,76654,5,Ghi chu 2192
Vat tu 2193,Vat tu tieu hao,met,19.31,64040,5,Ghi chu 2193
Vat tu 2194,Ong thep,kg,187.55,59691,5,Ghi chu 2194
Vat tu 2195,Vat tu tieu hao,cai,233.19,57179,5,Ghi chu 2195
Vat tu 2196,Bu long - Oc vit,kg,264.62,81766,5,Ghi chu 2196
Vat tu 2197,Bu long - Oc vit,kg,268.32,55824,5,Ghi chu 2197
Vat tu 2198,Tam thep,met,213.39,72814,5,Ghi chu 2198
Vat tu 2199,Thep hop,tam,224.89,81914,5,Ghi chu 2199
Vat tu 2200,Dam thep,tan,51.09,65529,5,Ghi chu 2200
Vat tu 2201,Thep goc,tam,280.46,78145,5,Ghi chu 2201
Vat tu 2202,Dam thep,cai,285.29,56787,5,Ghi chu 2202
Vat tu 2203,Dam thep,cai,108.70,53845,5,Ghi chu 2203
Vat tu 2204,Ong thep,tam,260.46,66432,5,Ghi chu 2204
Vat tu 2205,Thep hinh,met,107.30,60078,5,Ghi chu 2205
Vat tu 2206,Thep goc,tan,35.44,74541,5,Ghi chu 2206
Vat tu 2207,Thep hinh,cuon,258.19,66258,5,Ghi chu 2207
Vat tu 2208,Thep hop,met,96.47,51526,5,Ghi chu 2208
Vat tu 2209,Thep hop,tam,297.51,71430,5,Ghi chu 2209
Vat tu 2210,Thep goc,tam,273.92,81064,5,Ghi chu 2210
Vat tu 2211,Vat tu tieu hao,thung,55.58,63652,5,Ghi chu 2211
Vat tu 2212,Thep hop,kg,166.10,80417,5,Ghi chu 2212
Vat tu 2213,Vat tu tieu hao,kg,225.32,66843,5,Ghi chu 2213
Vat tu 2214,Thep goc,kg,232.23,55921,5,Ghi chu 2214
Vat tu 2215,Dam thep,tam,92.45,54127,5,Ghi chu 2215
Vat tu 2216,Ong thep,thung,167.87,80652,5,Ghi chu 2216
Vat tu 2217,Tam thep,kg,9.78,55063,5,Ghi chu 2217
Vat tu 2218,Dam thep,cai,65.34,68032,5,Ghi chu 2218
Vat tu 2219,Thep goc,thung,286.56,74953,5,Ghi chu 2219
Vat tu 2220,Tam thep,kg,77.38,62875,5,Ghi chu 2220
Vat tu 2221,Vat tu tieu hao,tam,296.66,58173,5,Ghi chu 2221
Vat tu 2222,Bu long - Oc vit,cai,264.76,81186,5,Ghi chu 2222
Vat tu 2223,Thep goc,cai,39.94,76950,5,Ghi chu 2223
Vat tu 2224,Thep goc,tan,270.10,67296,5,Ghi chu 2224
Vat tu 2225,Bu long - Oc vit,thung,217.90,79610,5,Ghi chu 2225
Vat tu 2226,Bu long - Oc vit,tan,255.09,76417,5,Ghi chu 2226
Vat tu 2227,Dam thep,cuon,183.91,60824,5,Ghi chu 2227
Vat tu 2228,Ong thep,cai,208.13,74958,5,Ghi chu 2228
Vat tu 2229,Vat tu tieu hao,thung,196.52,71079,5,Ghi chu 2229
Vat tu 2230,Thep hop,thung,207.64,52127,5,Ghi chu 2230
Vat tu 2231,Dam thep,cuon,95.97,70720,5,Ghi chu 2231
Vat tu 2232,Ong thep,met,55.56,50432,5,Ghi chu 2232
Vat tu 2233,Vat tu tieu hao,cuon,101.76,74022,5,Ghi chu 2233
